,code,desc,quantity_a,quantity_desc_a,value_a,quantity_b,quantity_desc_b,value_b,value_diff,quantity_diff,quantity_pct,value_pct,value_diff_abs,value_pct_abs
2804,2804,"Hydrogen, rare gases and other non-metals",296322,No Quantity,3.12,133373,Weight in kilograms,2.6,0.52,162949,54.990517072643954,16.666666666666664,0.52,16.666666666666664
3701,3701,"Photographic plates and film in the flat, sensitised, unexposed, of any material other than paper, paperboard or textiles; instant print film in the flat, sensitised, unexposed, whether or not in packs",1614971,No Quantity,37.27,2512190,No Quantity,36.92,0.3500000000000014,-897219,-55.55635364350196,0.9390931043734945,0.3500000000000014,0.9390931043734945
3702,3702,"Photographic film in rolls, sensitised, unexposed, of any material other than paper, paperboard or textiles; instant print film in rolls, sensitised, unexposed",78828,No Quantity,3.16,119366,Area in square metres,4.33,-1.17,-40538,-51.425889277921556,-37.0253164556962,1.17,37.0253164556962
4202,4202,"Trunks; suit, camera, jewellery, cutlery cases; travel, tool, similar bags; wholly or mainly covered by leather, composition leather, plastic sheeting, textile materials, vulcanised fibre, paperboard",15368,No Quantity,0.25,416,No Quantity,0.03,0.22,14952,97.29307652264445,88.0,0.22,88.0
4412,4412,"Plywood, veneered panels and similar laminated wood",161975,No Quantity,0.17,67159,No Quantity,0.04,0.13,94816,58.53742861552709,76.47058823529412,0.13,76.47058823529412
6117,6117,"Clothing accessories; made up, knitted or crocheted, knitted or crocheted parts of garments or of clothing accessories",121,No Quantity,0.0,0,No Quantity,0.0,0.0,121,100.0,,0.0,
6210,6210,"Garments made up of fabrics of heading no. 5602, 5603, 5903, 5906 or 5907 (not knitted or crocheted)",103,No Quantity,0.0,0,No Quantity,0.0,0.0,103,100.0,,0.0,
6211,6211,"Track suits, swimwear and other garments (not knitted or crocheted)",126,No Quantity,0.0,135,Weight in kilograms,0.01,-0.01,-9,-7.142857142857142,-inf,0.01,inf
6301,6301,Blankets and travelling rugs,2827,No Quantity,0.02,0,No Quantity,0.0,0.02,2827,100.0,100.0,0.02,100.0
6506,6506,"Headgear; n.e.c. in chapter 65, whether or not lined or trimmed",847,No Quantity,0.02,20,Number of items,0.0,0.02,827,97.63872491145219,100.0,0.02,100.0
7007,7007,"Safety glass, consisting of toughened (tempered) or laminated glass",18811,No Quantity,0.13,5153,No Quantity,0.08,0.05,13658,72.60645367072458,38.46153846153847,0.05,38.46153846153847
7103,7103,"Precious (excluding diamond) and semi-precious stone; worked, graded, not strung, mounted, set; ungraded precious (excluding diamond) and semi-precious stone, temporarily strung for convenience of transport",50,No Quantity,0.23,0,Weight in carats,0.04,0.19,50,100.0,82.6086956521739,0.19,82.6086956521739
7105,7105,Dust and powder of natural or synthetic precious or semi-precious stone,0,No Quantity,0.01,11,Weight in carats,0.03,-0.019999999999999997,-11,-inf,-199.99999999999994,0.019999999999999997,199.99999999999994
7321,7321,"Stoves, ranges, grates, cookers (those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances and parts, of iron or steel",1796,No Quantity,0.03,11856,Number of items,0.12,-0.09,-10060,-560.1336302895323,-300.0,0.09,300.0
8211,8211,"Knives; with cutting blades, serrated or not (including pruning knives), other than knives of heading no. 8208, and blades therefore",9052,No Quantity,0.14,1620,No Quantity,0.15,-0.009999999999999981,7432,82.1034025629695,-7.142857142857128,0.009999999999999981,7.142857142857128
8212,8212,Razors and razor blades; (including razor blade blanks in strips),3243,No Quantity,0.1,1999,Number of items,0.09,0.010000000000000009,1244,38.3595436324391,10.000000000000009,0.010000000000000009,10.000000000000009
8406,8406,Turbines; steam and other vapour turbines,1069476,No Quantity,41.63,1771741,No Quantity,47.12,-5.489999999999995,-702265,-65.66440013614144,-13.18760509248137,5.489999999999995,13.18760509248137
8411,8411,"Turbo-jets, turbo-propellers and other gas turbines",36360,No Quantity,41.3,11053,Weight in kilograms,4.28,37.019999999999996,25307,69.6012101210121,89.63680387409201,37.019999999999996,89.63680387409201
8412,8412,"Engines and motors; n.e.c. (e.g. reaction engines, hydraulic power engines, pneumatic power engines)",1826954,No Quantity,50.98,4254333,No Quantity,50.02,0.9599999999999937,-2427379,-132.86481214086396,1.883091408395437,0.9599999999999937,1.883091408395437
8413,8413,"Pumps; for liquids, whether or not fitted with measuring device, liquid elevators",2987284,No Quantity,83.9,3174741,No Quantity,94.59,-10.689999999999998,-187457,-6.2751649993773615,-12.741358760429078,10.689999999999998,12.741358760429078
8414,8414,"Air or vacuum pumps, air or other gas compressors and fans; ventilating or recycling hoods incorporating a fan whether or not fitted with filters",4133916,No Quantity,84.58,3217352,No Quantity,143.16,-58.58,916564,22.171809973884326,-69.25987231023882,58.58,69.25987231023882
8415,8415,"Air conditioning machines; comprising a motor driven fan and elements for changing the temperature and humidity, including those machines in which the humidity cannot be separately regulated",1999888,No Quantity,47.98,1531931,No Quantity,26.78,21.199999999999996,467957,23.399160352979766,44.18507711546477,21.199999999999996,44.18507711546477
8417,8417,"Furnaces and ovens; industrial or laboratory, including incinerators, non-electric",976036,No Quantity,12.11,515404,No Quantity,15.76,-3.6500000000000004,460632,47.19416087111541,-30.140379851362514,3.6500000000000004,30.140379851362514
8418,8418,"Refrigerators, freezers and other refrigerating or freezing equipment, electric or other; heat pumps other than air conditioning machines of heading no. 8415",142618,No Quantity,2.02,26938,No Quantity,1.38,0.6400000000000001,115680,81.11178112159756,31.68316831683169,0.6400000000000001,31.68316831683169
8419,8419,"Machinery, plant (not domestic), or laboratory equipment; electrically heated or not, (excluding items in 85.14) for the treatment of materials by a process involving change of temperature; including instantaneous or non electric storage water heaters",1184908,No Quantity,31.51,1182286,No Quantity,35.34,-3.830000000000002,2622,0.22128300256222425,-12.154871469374807,3.830000000000002,12.154871469374807
8420,8420,"Machines; calendering or other rolling machines, for other than metal or glass and cylinders therefor",13324,No Quantity,0.52,116957,No Quantity,2.52,-2.0,-103633,-777.7919543680576,-384.6153846153846,2.0,384.6153846153846
